6828
20150129110135,10.0.0.2,40094,10.0.0.1,5001,3,0.0-1.0,786432,6291456
20150129110136,10.0.0.2,40094,10.0.0.1,5001,3,1.0-2.0,2097152,16777216
20150129110137,10.0.0.2,40094,10.0.0.1,5001,3,2.0-3.0,2883584,23068672
20150129110138,10.0.0.2,40094,10.0.0.1,5001,3,3.0-4.0,3407872,27262976
20150129110139,10.0.0.2,40094,10.0.0.1,5001,3,4.0-5.0,3670016,29360128
20150129110140,10.0.0.2,40094,10.0.0.1,5001,3,5.0-6.0,3932160,31457280
20150129110141,10.0.0.2,40094,10.0.0.1,5001,3,6.0-7.0,4325376,34603008
20150129110142,10.0.0.2,40094,10.0.0.1,5001,3,7.0-8.0,4980736,39845888
20150129110143,10.0.0.2,40094,10.0.0.1,5001,3,8.0-9.0,5111808,40894464
20150129110144,10.0.0.2,40094,10.0.0.1,5001,3,9.0-10.0,5767168,46137344
20150129110145,10.0.0.2,40094,10.0.0.1,5001,3,10.0-11.0,5767168,46137344
20150129110146,10.0.0.2,40094,10.0.0.1,5001,3,11.0-12.0,6160384,49283072
20150129110147,10.0.0.2,40094,10.0.0.1,5001,3,12.0-13.0,5767168,46137344
20150129110148,10.0.0.2,40094,10.0.0.1,5001,3,13.0-14.0,6029312,48234496
20150129110149,10.0.0.2,40094,10.0.0.1,5001,3,14.0-15.0,6029312,48234496
20150129110150,10.0.0.2,40094,10.0.0.1,5001,3,15.0-16.0,5767168,46137344
20150129110151,10.0.0.2,40094,10.0.0.1,5001,3,16.0-17.0,6029312,48234496
20150129110152,10.0.0.2,40094,10.0.0.1,5001,3,17.0-18.0,5767168,46137344
20150129110153,10.0.0.2,40094,10.0.0.1,5001,3,18.0-19.0,5898240,47185920
20150129110154,10.0.0.2,40094,10.0.0.1,5001,3,19.0-20.0,6029312,48234496
20150129110155,10.0.0.2,40094,10.0.0.1,5001,3,20.0-21.0,5767168,46137344
20150129110156,10.0.0.2,40094,10.0.0.1,5001,3,21.0-22.0,6029312,48234496
20150129110157,10.0.0.2,40094,10.0.0.1,5001,3,22.0-23.0,6029312,48234496
20150129110158,10.0.0.2,40094,10.0.0.1,5001,3,23.0-24.0,5898240,47185920
20150129110159,10.0.0.2,40094,10.0.0.1,5001,3,24.0-25.0,6029312,48234496
20150129110200,10.0.0.2,40094,10.0.0.1,5001,3,25.0-26.0,5898240,47185920
20150129110201,10.0.0.2,40094,10.0.0.1,5001,3,26.0-27.0,6029312,48234496
20150129110202,10.0.0.2,40094,10.0.0.1,5001,3,27.0-28.0,5767168,46137344
20150129110203,10.0.0.2,40094,10.0.0.1,5001,3,28.0-29.0,5898240,47185920
20150129110204,10.0.0.2,40094,10.0.0.1,5001,3,29.0-30.0,5898240,47185920
