7246
20150209131024,10.0.0.5,48630,10.0.0.6,5001,3,0.0-1.0,262144,2097152
20150209131025,10.0.0.5,48630,10.0.0.6,5001,3,1.0-2.0,262144,2097152
20150209131026,10.0.0.5,48630,10.0.0.6,5001,3,2.0-3.0,262144,2097152
20150209131027,10.0.0.5,48630,10.0.0.6,5001,3,3.0-4.0,262144,2097152
20150209131028,10.0.0.5,48630,10.0.0.6,5001,3,4.0-5.0,262144,2097152
20150209131029,10.0.0.5,48630,10.0.0.6,5001,3,5.0-6.0,262144,2097152
20150209131030,10.0.0.5,48630,10.0.0.6,5001,3,6.0-7.0,393216,3145728
20150209131031,10.0.0.5,48630,10.0.0.6,5001,3,7.0-8.0,262144,2097152
20150209131032,10.0.0.5,48630,10.0.0.6,5001,3,8.0-9.0,262144,2097152
20150209131033,10.0.0.5,48630,10.0.0.6,5001,3,9.0-10.0,393216,3145728
20150209131034,10.0.0.5,48630,10.0.0.6,5001,3,10.0-11.0,262144,2097152
20150209131035,10.0.0.5,48630,10.0.0.6,5001,3,11.0-12.0,262144,2097152
20150209131036,10.0.0.5,48630,10.0.0.6,5001,3,12.0-13.0,393216,3145728
20150209131037,10.0.0.5,48630,10.0.0.6,5001,3,13.0-14.0,393216,3145728
20150209131038,10.0.0.5,48630,10.0.0.6,5001,3,14.0-15.0,393216,3145728
20150209131039,10.0.0.5,48630,10.0.0.6,5001,3,15.0-16.0,393216,3145728
20150209131040,10.0.0.5,48630,10.0.0.6,5001,3,16.0-17.0,262144,2097152
20150209131041,10.0.0.5,48630,10.0.0.6,5001,3,17.0-18.0,393216,3145728
20150209131042,10.0.0.5,48630,10.0.0.6,5001,3,18.0-19.0,262144,2097152
20150209131043,10.0.0.5,48630,10.0.0.6,5001,3,19.0-20.0,262144,2097152
20150209131044,10.0.0.5,48630,10.0.0.6,5001,3,20.0-21.0,393216,3145728
20150209131045,10.0.0.5,48630,10.0.0.6,5001,3,21.0-22.0,393216,3145728
20150209131046,10.0.0.5,48630,10.0.0.6,5001,3,22.0-23.0,262144,2097152
20150209131047,10.0.0.5,48630,10.0.0.6,5001,3,23.0-24.0,262144,2097152
20150209131048,10.0.0.5,48630,10.0.0.6,5001,3,24.0-25.0,393216,3145728
20150209131049,10.0.0.5,48630,10.0.0.6,5001,3,25.0-26.0,262144,2097152
20150209131050,10.0.0.5,48630,10.0.0.6,5001,3,26.0-27.0,393216,3145728
20150209131051,10.0.0.5,48630,10.0.0.6,5001,3,27.0-28.0,393216,3145728
20150209131052,10.0.0.5,48630,10.0.0.6,5001,3,28.0-29.0,524288,4194304
20150209131053,10.0.0.5,48630,10.0.0.6,5001,3,29.0-30.0,393216,3145728
20150209131053,10.0.0.5,48630,10.0.0.6,5001,3,0.0-30.5,9961472,2608570
