1423516066,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1423516066,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1423516066,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1423516066,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1423516066,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1423516067,s1-eth1,1251960.00,28054.00,1280014.00,28054,1251960,832.00,425.00,1257.00,425,832,0.00,0.00,0,0
1423516067,s1-eth2,27988.00,1250446.00,1278434.00,1250446,27988,424.00,831.00,1255.00,831,424,0.00,0.00,0,0
1423516067,eth0,206.00,126.00,332.00,126,206,2.00,2.00,4.00,2,2,0.00,0.00,0,0
1423516067,lo,556.00,556.00,1112.00,556,556,6.00,6.00,12.00,6,6,0.00,0.00,0,0
1423516067,total,1280710.00,1279182.00,2559892.00,1279182,1280710,1264.00,1264.00,2528.00,1264,1264,0.00,0.00,0,0
1423516068,s1-eth1,1250356.00,27720.00,1278076.00,27720,1250356,830.00,420.00,1250.00,420,830,0.00,0.00,0,0
1423516068,s1-eth2,27786.00,1250356.00,1278142.00,1250356,27786,421.00,830.00,1251.00,830,421,0.00,0.00,0,0
1423516068,eth0,146.00,66.00,212.00,66,146,1.00,1.00,2.00,1,1,0.00,0.00,0,0
1423516068,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1423516068,total,1278288.00,1278142.00,2556430.00,1278142,1278288,1252.00,1251.00,2503.00,1251,1252,0.00,0.00,0,0
1423516069,s1-eth1,1251174.00,28116.00,1279290.00,28116,1251174,831.00,426.00,1257.00,426,831,0.00,0.00,0,0
1423516069,s1-eth2,28050.00,1251174.00,1279224.00,1251174,28050,425.00,831.00,1256.00,831,425,0.00,0.00,0,0
1423516069,eth0,206.00,126.00,332.00,126,206,2.00,2.00,4.00,2,2,0.00,0.00,0,0
