6296
20150129105631,10.0.0.2,40088,10.0.0.1,5001,3,0.0-1.0,786432,6291456
20150129105632,10.0.0.2,40088,10.0.0.1,5001,3,1.0-2.0,2359296,18874368
20150129105633,10.0.0.2,40088,10.0.0.1,5001,3,2.0-3.0,5373952,42991616
20150129105634,10.0.0.2,40088,10.0.0.1,5001,3,3.0-4.0,6160384,49283072
20150129105635,10.0.0.2,40088,10.0.0.1,5001,3,4.0-5.0,5767168,46137344
20150129105636,10.0.0.2,40088,10.0.0.1,5001,3,5.0-6.0,6029312,48234496
20150129105637,10.0.0.2,40088,10.0.0.1,5001,3,6.0-7.0,6160384,49283072
20150129105638,10.0.0.2,40088,10.0.0.1,5001,3,7.0-8.0,5767168,46137344
20150129105639,10.0.0.2,40088,10.0.0.1,5001,3,8.0-9.0,5898240,47185920
20150129105640,10.0.0.2,40088,10.0.0.1,5001,3,9.0-10.0,6029312,48234496
20150129105641,10.0.0.2,40088,10.0.0.1,5001,3,10.0-11.0,6029312,48234496
20150129105642,10.0.0.2,40088,10.0.0.1,5001,3,11.0-12.0,5898240,47185920
20150129105643,10.0.0.2,40088,10.0.0.1,5001,3,12.0-13.0,6029312,48234496
20150129105644,10.0.0.2,40088,10.0.0.1,5001,3,13.0-14.0,5767168,46137344
20150129105645,10.0.0.2,40088,10.0.0.1,5001,3,14.0-15.0,6029312,48234496
20150129105646,10.0.0.2,40088,10.0.0.1,5001,3,15.0-16.0,5898240,47185920
20150129105647,10.0.0.2,40088,10.0.0.1,5001,3,16.0-17.0,6029312,48234496
20150129105648,10.0.0.2,40088,10.0.0.1,5001,3,17.0-18.0,6160384,49283072
20150129105649,10.0.0.2,40088,10.0.0.1,5001,3,18.0-19.0,5767168,46137344
20150129105650,10.0.0.2,40088,10.0.0.1,5001,3,19.0-20.0,5898240,47185920
20150129105651,10.0.0.2,40088,10.0.0.1,5001,3,20.0-21.0,6160384,49283072
20150129105652,10.0.0.2,40088,10.0.0.1,5001,3,21.0-22.0,5636096,45088768
20150129105653,10.0.0.2,40088,10.0.0.1,5001,3,22.0-23.0,5505024,44040192
20150129105654,10.0.0.2,40088,10.0.0.1,5001,3,23.0-24.0,5898240,47185920
20150129105655,10.0.0.2,40088,10.0.0.1,5001,3,24.0-25.0,5767168,46137344
20150129105656,10.0.0.2,40088,10.0.0.1,5001,3,25.0-26.0,6029312,48234496
20150129105657,10.0.0.2,40088,10.0.0.1,5001,3,26.0-27.0,5898240,47185920
20150129105658,10.0.0.2,40088,10.0.0.1,5001,3,27.0-28.0,5898240,47185920
20150129105659,10.0.0.2,40088,10.0.0.1,5001,3,28.0-29.0,6029312,48234496
20150129105700,10.0.0.2,40088,10.0.0.1,5001,3,29.0-30.0,5767168,46137344
20150129105701,10.0.0.2,40088,10.0.0.1,5001,3,30.0-31.0,6160384,49283072
20150129105702,10.0.0.2,40088,10.0.0.1,5001,3,31.0-32.0,5898240,47185920
20150129105703,10.0.0.2,40088,10.0.0.1,5001,3,32.0-33.0,5767168,46137344
20150129105704,10.0.0.2,40088,10.0.0.1,5001,3,33.0-34.0,4980736,39845888
20150129105705,10.0.0.2,40088,10.0.0.1,5001,3,34.0-35.0,1966080,15728640
20150129105706,10.0.0.2,40088,10.0.0.1,5001,3,35.0-36.0,2490368,19922944
20150129105707,10.0.0.2,40088,10.0.0.1,5001,3,36.0-37.0,3014656,24117248
20150129105708,10.0.0.2,40088,10.0.0.1,5001,3,37.0-38.0,3538944,28311552
20150129105709,10.0.0.2,40088,10.0.0.1,5001,3,38.0-39.0,3407872,27262976
20150129105710,10.0.0.2,40088,10.0.0.1,5001,3,39.0-40.0,3276800,26214400
20150129105711,10.0.0.2,40088,10.0.0.1,5001,3,40.0-41.0,3407872,27262976
20150129105712,10.0.0.2,40088,10.0.0.1,5001,3,41.0-42.0,4063232,32505856
20150129105713,10.0.0.2,40088,10.0.0.1,5001,3,42.0-43.0,3670016,29360128
